PROPERTY_TYPE,ROOM_TYPE,ACCOMMODATES,SCRAPED_DATE,ACTIVE_LISTING_RATE,MIN_ACTIVE_LISTINGS,MAX_ACTIVE_LISTINGS,MEDIAN_ACTIVELISTINGS,AVERAGE_ACTIVELISTINGS,NUMBER_OF_DISTINCT_HOSTS,SUPERHOST_RATE,AVG_REVIEW_SCORES_RATING,PERCENTAGE_CHANGE_ACTIVE_LISTINGS,PERCENTAGE_CHANGE_INACTIVE_LISTINGS,NUMBER_OF_STAYS,AVG_ESTIMATED_REVENUE
Campsite,Entire home/apt,16,2021-03-01,100.000000,79,79,79.000,79.000000,1,0.000000,,0.000000,,0,0.000000
Campsite,Entire home/apt,16,2021-04-01,100.000000,79,79,79.000,79.000000,1,0.000000,,0.000000,,0,0.000000
Casa particular,Entire home/apt,2,2020-05-01,100.000000,80,80,80.000,80.000000,1,0.000000,100.000000,17900.000000,,5400,2400.000000
Casa particular,Entire home/apt,2,2020-06-01,100.000000,80,80,80.000,80.000000,1,0.000000,100.000000,0.000000,,5400,2400.000000
Casa particular,Entire home/apt,2,2020-07-01,100.000000,80,80,80.000,80.000000,1,0.000000,100.000000,0.000000,,5400,2400.000000
Casa particular,Entire home/apt,2,2020-08-01,100.000000,80,80,80.000,80.000000,1,0.000000,100.000000,0.000000,,5400,2400.000000
Casa particular,Entire home/apt,2,2020-09-01,100.000000,80,80,80.000,80.000000,1,0.000000,100.000000,0.000000,,5400,2400.000000
Casa particular,Entire home/apt,2,2020-10-01,100.000000,80,80,80.000,80.000000,1,0.000000,100.000000,0.000000,,5400,2400.000000
Casa particular,Entire home/apt,2,2020-11-01,100.000000,80,80,80.000,80.000000,1,0.000000,100.000000,0.000000,,5400,2400.000000
Casa particular,Entire home/apt,2,2020-12-01,100.000000,80,80,80.000,80.000000,1,0.000000,100.000000,-90.000000,,540,2400.000000
Casa particular,Entire home/apt,2,2021-01-01,100.000000,80,80,80.000,80.000000,1,0.000000,100.000000,0.000000,,540,2400.000000
Casa particular,Entire home/apt,2,2021-02-01,100.000000,80,80,80.000,80.000000,1,0.000000,100.000000,900.000000,,5400,2400.000000
Casa particular,Entire home/apt,2,2021-03-01,100.000000,80,80,80.000,80.000000,1,0.000000,100.000000,0.000000,,5400,2400.000000
Casa particular,Entire home/apt,2,2021-04-01,100.000000,80,80,80.000,80.000000,1,0.000000,100.000000,0.000000,,5400,2400.000000
Casa particular,Entire home/apt,3,2020-05-01,100.000000,154,180,180.000,178.818182,1,0.000000,85.650000,-75.555600,,1276,5185.727273
Casa particular,Entire home/apt,3,2020-06-01,100.000000,154,180,180.000,178.818182,1,0.000000,85.650000,0.000000,,1276,5185.727273
Casa particular,Entire home/apt,3,2020-07-01,100.000000,154,180,180.000,178.818182,1,0.000000,85.650000,0.000000,,1276,5185.727273
Casa particular,Entire home/apt,3,2020-08-01,100.000000,154,180,180.000,178.818182,1,0.000000,85.650000,0.000000,,1276,5185.727273
Casa particular,Entire home/apt,3,2020-09-01,100.000000,154,180,180.000,178.818182,1,0.000000,85.650000,0.000000,,1276,5185.727273
Casa particular,Entire home/apt,3,2020-10-01,100.000000,154,180,180.000,178.818182,1,0.000000,85.650000,0.000000,,1276,5185.727273
Casa particular,Entire home/apt,3,2020-11-01,100.000000,154,180,180.000,178.818182,1,0.000000,85.650000,0.000000,,1276,5185.727273
Casa particular,Entire home/apt,3,2021-02-01,100.000000,154,180,180.000,178.818182,1,0.000000,85.650000,0.000000,,1276,5185.727273
Casa particular,Entire home/apt,3,2021-03-01,100.000000,154,180,180.000,178.818182,1,0.000000,85.650000,0.000000,,1276,5185.727273
Casa particular,Entire home/apt,3,2021-04-01,100.000000,154,180,180.000,178.818182,1,0.000000,85.650000,0.000000,,1276,5185.727273
Casa particular (Cuba),Entire home/apt,2,2020-05-01,100.000000,80,80,80.000,80.000000,1,0.000000,100.000000,36.363600,,1800,2400.000000
Casa particular (Cuba),Entire home/apt,2,2020-06-01,100.000000,80,80,80.000,80.000000,1,0.000000,100.000000,0.000000,,1800,2400.000000
Casa particular (Cuba),Entire home/apt,2,2020-07-01,100.000000,80,80,80.000,80.000000,1,0.000000,100.000000,0.000000,,1800,2400.000000
Casa particular (Cuba),Entire home/apt,2,2020-08-01,100.000000,80,80,80.000,80.000000,1,0.000000,100.000000,0.000000,,1800,2400.000000
Casa particular (Cuba),Entire home/apt,2,2020-09-01,100.000000,80,80,80.000,80.000000,1,0.000000,100.000000,0.000000,,1800,2400.000000
Casa particular (Cuba),Entire home/apt,2,2020-10-01,100.000000,80,80,80.000,80.000000,1,0.000000,100.000000,0.000000,,1800,2400.000000
Casa particular (Cuba),Entire home/apt,2,2020-11-01,100.000000,80,80,80.000,80.000000,1,0.000000,100.000000,0.000000,,1800,2400.000000
Casa particular (Cuba),Entire home/apt,2,2020-12-01,100.000000,80,80,80.000,80.000000,1,0.000000,100.000000,-90.000000,,180,2400.000000
Casa particular (Cuba),Entire home/apt,2,2021-01-01,100.000000,80,80,80.000,80.000000,1,0.000000,100.000000,0.000000,,180,2400.000000
Casa particular (Cuba),Entire home/apt,2,2021-02-01,100.000000,80,80,80.000,80.000000,1,0.000000,100.000000,900.000000,,1800,2400.000000
Casa particular (Cuba),Entire home/apt,2,2021-03-01,100.000000,80,80,80.000,80.000000,1,0.000000,100.000000,0.000000,,1800,2400.000000
Casa particular (Cuba),Entire home/apt,2,2021-04-01,100.000000,80,80,80.000,80.000000,1,0.000000,100.000000,0.000000,,1800,2400.000000
Casa particular (Cuba),Private room,2,2020-05-01,100.000000,80,95,80.000,83.666667,1,0.000000,100.000000,-40.000000,,1080,2510.000000
Casa particular (Cuba),Private room,2,2020-06-01,100.000000,80,95,80.000,83.666667,1,0.000000,100.000000,0.000000,,1080,2510.000000
Casa particular (Cuba),Private room,2,2020-07-01,100.000000,80,95,80.000,83.666667,1,0.000000,100.000000,0.000000,,1080,2510.000000
Casa particular (Cuba),Private room,2,2020-08-01,100.000000,80,95,80.000,83.666667,1,0.000000,100.000000,0.000000,,1080,2510.000000
Casa particular (Cuba),Private room,2,2020-09-01,100.000000,80,95,80.000,83.666667,1,0.000000,100.000000,0.000000,,1080,2510.000000
Casa particular (Cuba),Private room,2,2020-10-01,100.000000,80,95,80.000,83.666667,1,0.000000,100.000000,0.000000,,1080,2510.000000
Casa particular (Cuba),Private room,2,2020-11-01,100.000000,80,95,80.000,83.666667,1,0.000000,100.000000,0.000000,,1080,2510.000000
Casa particular (Cuba),Private room,2,2020-12-01,100.000000,80,80,80.000,80.000000,1,0.000000,,-91.666700,,90,2400.000000
Casa particular (Cuba),Private room,2,2021-01-01,100.000000,80,80,80.000,80.000000,1,0.000000,,0.000000,,90,2400.000000
Casa particular (Cuba),Private room,2,2021-02-01,100.000000,80,95,80.000,83.666667,1,0.000000,100.000000,1100.000000,,1080,2510.000000
Casa particular (Cuba),Private room,2,2021-03-01,100.000000,80,95,80.000,83.666667,1,0.000000,100.000000,0.000000,,1080,2510.000000
Casa particular (Cuba),Private room,2,2021-04-01,100.000000,80,95,80.000,83.666667,1,0.000000,100.000000,0.000000,,1080,2510.000000
Castle,Entire home/apt,10,2020-05-01,100.000000,600,900,600.000,689.900000,1,0.000000,100.000000,566.666700,,820,2357.158333
Castle,Entire home/apt,10,2020-06-01,100.000000,600,900,600.000,689.900000,1,0.000000,100.000000,0.000000,,820,2357.158333
Castle,Entire home/apt,10,2020-07-01,100.000000,600,900,600.000,689.900000,1,0.000000,100.000000,0.000000,,820,2357.158333
Castle,Entire home/apt,10,2020-08-01,100.000000,600,900,600.000,689.900000,1,0.000000,100.000000,0.000000,,820,2357.158333
Castle,Entire home/apt,10,2020-09-01,100.000000,600,900,600.000,689.900000,1,0.000000,100.000000,0.000000,,820,2357.158333
Castle,Entire home/apt,10,2020-10-01,100.000000,600,900,600.000,689.900000,1,0.000000,100.000000,0.000000,,820,2357.158333
Castle,Entire home/apt,10,2020-11-01,100.000000,600,900,600.000,689.900000,1,0.000000,100.000000,0.000000,,820,2357.158333
Castle,Entire home/apt,10,2020-12-01,100.000000,600,600,600.000,600.000000,1,0.000000,100.000000,-90.000000,,82,2050.000000
Castle,Entire home/apt,10,2021-01-01,100.000000,600,600,600.000,600.000000,1,0.000000,100.000000,0.000000,,82,2050.000000
Castle,Entire home/apt,10,2021-02-01,100.000000,600,900,600.000,689.900000,1,0.000000,100.000000,900.000000,,820,2357.158333
Castle,Entire home/apt,10,2021-03-01,100.000000,600,900,600.000,689.900000,1,0.000000,100.000000,0.000000,,820,2357.158333
Castle,Entire home/apt,10,2021-04-01,100.000000,600,900,600.000,689.900000,1,0.000000,100.000000,0.000000,,820,2357.158333
Cave,Entire home/apt,1,2020-05-01,100.000000,150,150,150.000,150.000000,1,0.000000,,-98.333300,,0,0.000000
Cave,Entire home/apt,1,2020-06-01,100.000000,150,150,150.000,150.000000,1,0.000000,,0.000000,,0,0.000000
Cave,Entire home/apt,1,2020-07-01,100.000000,150,150,150.000,150.000000,1,0.000000,,0.000000,,0,0.000000
Cave,Entire home/apt,1,2020-08-01,100.000000,150,150,150.000,150.000000,1,0.000000,,0.000000,,0,0.000000
Cave,Entire home/apt,1,2020-09-01,100.000000,150,150,150.000,150.000000,1,0.000000,,0.000000,,0,0.000000
Cave,Entire home/apt,1,2020-10-01,100.000000,150,150,150.000,150.000000,1,0.000000,,0.000000,,0,0.000000
Cave,Entire home/apt,1,2020-11-01,100.000000,150,150,150.000,150.000000,1,0.000000,,0.000000,,0,0.000000
Cave,Entire home/apt,1,2021-02-01,100.000000,150,150,150.000,150.000000,1,0.000000,,0.000000,,0,0.000000
Cave,Entire home/apt,1,2021-03-01,100.000000,150,150,150.000,150.000000,1,0.000000,,0.000000,,0,0.000000
Cave,Entire home/apt,1,2021-04-01,100.000000,150,150,150.000,150.000000,1,0.000000,,0.000000,,0,0.000000
Cave,Entire home/apt,4,2020-05-01,100.000000,220,450,370.000,359.727273,1,0.000000,76.136095,26300.000000,,2112,719.454545
Cave,Entire home/apt,4,2020-06-01,100.000000,220,450,370.000,359.727273,1,0.000000,76.136095,0.000000,,2112,719.454545
Cave,Entire home/apt,4,2020-07-01,100.000000,220,450,370.000,359.727273,1,0.000000,76.136095,0.000000,,2112,719.454545
Cave,Entire home/apt,4,2020-08-01,100.000000,220,450,370.000,359.727273,1,0.000000,76.136095,0.000000,,2112,719.454545
Cave,Entire home/apt,4,2020-09-01,100.000000,220,450,370.000,359.727273,1,0.000000,76.136095,0.000000,,2112,719.454545
Cave,Entire home/apt,4,2020-10-01,100.000000,220,450,370.000,359.727273,1,0.000000,76.136095,0.000000,,2112,719.454545
Cave,Entire home/apt,4,2020-11-01,100.000000,220,450,370.000,359.727273,1,0.000000,76.136095,0.000000,,2112,719.454545
Cave,Entire home/apt,4,2021-02-01,100.000000,220,450,370.000,359.727273,1,0.000000,76.136095,0.000000,,2112,719.454545
Cave,Entire home/apt,4,2021-03-01,100.000000,220,450,370.000,359.727273,1,0.000000,76.136095,0.000000,,2112,719.454545
Cave,Entire home/apt,4,2021-04-01,100.000000,220,450,370.000,359.727273,1,0.000000,76.136095,0.000000,,2112,719.454545
Chalet,Entire home/apt,2,2020-05-01,100.000000,65,260,72.000,90.004415,3,33.333300,73.397260,157.386400,,56465,2021.407285
Chalet,Entire home/apt,2,2020-06-01,100.000000,65,260,72.000,90.004415,3,33.333300,73.397260,0.000000,,56465,2021.407285
Chalet,Entire home/apt,2,2020-07-01,100.000000,65,260,72.000,90.004415,3,33.333300,73.397260,0.000000,,56465,2021.407285
Chalet,Entire home/apt,2,2020-08-01,100.000000,65,260,72.000,90.004415,3,33.333300,73.397260,0.000000,,56465,2021.407285
Chalet,Entire home/apt,2,2020-09-01,100.000000,65,260,72.000,90.004415,3,33.333300,73.397260,0.000000,,56465,2021.407285
Chalet,Entire home/apt,2,2020-10-01,100.000000,65,260,72.000,90.004415,3,33.333300,73.397260,0.000000,,56465,2021.407285
Chalet,Entire home/apt,2,2020-11-01,100.000000,65,260,72.000,90.004415,3,33.333300,73.397260,0.000000,,56465,2021.407285
Chalet,Entire home/apt,2,2020-12-01,100.000000,70,225,115.000,96.705882,3,33.333300,76.390244,-90.618100,,5851,2357.568627
Chalet,Entire home/apt,2,2021-01-01,100.000000,70,221,70.000,92.859813,3,33.333300,71.980769,25.882400,,7069,2184.423676
Chalet,Entire home/apt,2,2021-02-01,100.000000,65,260,72.000,90.004415,3,33.333300,73.397260,746.729000,,56465,2021.407285
Chalet,Entire home/apt,2,2021-03-01,100.000000,65,260,72.000,90.004415,3,33.333300,73.397260,0.000000,,56465,2021.407285
Chalet,Entire home/apt,2,2021-04-01,100.000000,65,260,72.000,90.004415,3,33.333300,73.397260,0.000000,,56465,2021.407285
Chalet,Private room,2,2020-05-01,100.000000,55,60,55.000,56.407480,1,0.000000,72.674699,-43.929400,,45720,1692.224409
Chalet,Private room,2,2020-06-01,100.000000,55,60,55.000,56.407480,1,0.000000,72.674699,0.000000,,45720,1692.224409
Chalet,Private room,2,2020-07-01,100.000000,55,60,55.000,56.407480,1,0.000000,72.674699,0.000000,,45720,1692.224409
Chalet,Private room,2,2020-08-01,100.000000,55,60,55.000,56.407480,1,0.000000,72.674699,0.000000,,45720,1692.224409
Chalet,Private room,2,2020-09-01,100.000000,55,60,55.000,56.407480,1,0.000000,72.674699,0.000000,,45720,1692.224409
Chalet,Private room,2,2020-10-01,100.000000,55,60,55.000,56.407480,1,0.000000,72.674699,0.000000,,45720,1692.224409
Chalet,Private room,2,2020-11-01,100.000000,55,60,55.000,56.407480,1,0.000000,72.674699,0.000000,,45720,1692.224409
Chalet,Private room,2,2020-12-01,100.000000,55,55,55.000,55.000000,1,0.000000,74.130435,-90.748000,,4230,1650.000000
Chalet,Private room,2,2021-01-01,100.000000,55,55,55.000,55.000000,1,0.000000,72.540000,8.510600,,4590,1650.000000
Chalet,Private room,2,2021-02-01,100.000000,55,60,55.000,56.407480,1,0.000000,72.674699,896.078400,,45720,1692.224409
Chalet,Private room,2,2021-03-01,100.000000,55,60,55.000,56.407480,1,0.000000,72.674699,0.000000,,45720,1692.224409
Chalet,Private room,2,2021-04-01,100.000000,55,60,55.000,56.407480,1,0.000000,72.674699,0.000000,,45720,1692.224409
Condominium,Entire home/apt,1,2020-05-01,100.000000,65,157,139.000,126.498363,5,20.000000,74.167715,0.196900,,33911,2888.686313
Condominium,Entire home/apt,1,2020-06-01,100.000000,65,157,139.000,126.498363,5,20.000000,74.167715,0.000000,,33911,2888.686313
Condominium,Entire home/apt,1,2020-07-01,100.000000,65,157,139.000,126.498363,5,20.000000,74.167715,0.000000,,33911,2888.686313
Condominium,Entire home/apt,1,2020-08-01,100.000000,65,157,139.000,126.498363,5,20.000000,74.167715,0.000000,,33911,2888.686313
Condominium,Entire home/apt,1,2020-09-01,100.000000,65,157,139.000,126.498363,5,20.000000,74.167715,0.000000,,33911,2888.686313
Condominium,Entire home/apt,1,2020-10-01,100.000000,65,157,139.000,126.498363,5,20.000000,74.167715,0.000000,,33911,2888.686313
Condominium,Entire home/apt,1,2020-11-01,100.000000,65,157,139.000,126.498363,5,20.000000,74.167715,0.000000,,33911,2888.686313
Condominium,Entire home/apt,1,2020-12-01,100.000000,65,70,70.000,69.000000,3,0.000000,100.000000,-99.345100,,190,1300.000000
Condominium,Entire home/apt,1,2021-01-01,100.000000,65,70,70.000,68.333333,3,0.000000,100.000000,20.000000,,250,1408.333333
Condominium,Entire home/apt,1,2021-02-01,100.000000,65,157,139.000,126.498363,5,20.000000,74.167715,12625.000000,,33911,2888.686313
Condominium,Entire home/apt,1,2021-03-01,100.000000,65,157,139.000,126.498363,5,20.000000,74.167715,0.000000,,33911,2888.686313
Condominium,Entire home/apt,1,2021-04-01,100.000000,65,157,139.000,126.498363,5,20.000000,74.167715,0.000000,,33911,2888.686313
Condominium,Entire home/apt,2,2020-05-01,100.000000,45,600,110.000,130.453493,123,22.764200,75.867752,5652.193800,,1922066,2839.691914
Condominium,Entire home/apt,2,2020-06-01,100.000000,45,600,110.000,130.453493,123,22.764200,75.867752,0.000000,,1922066,2839.691914
Condominium,Entire home/apt,2,2020-07-01,100.000000,45,600,110.000,130.453493,123,22.764200,75.867752,0.000000,,1922066,2839.691914
Condominium,Entire home/apt,2,2020-08-01,100.000000,45,600,110.000,130.453493,123,22.764200,75.867752,0.000000,,1922066,2839.691914
Condominium,Entire home/apt,2,2020-09-01,100.000000,45,600,110.000,130.453493,123,22.764200,75.867752,0.000000,,1922066,2839.691914
Condominium,Entire home/apt,2,2020-10-01,100.000000,45,600,110.000,130.453493,123,22.764200,75.867752,0.000000,,1922066,2839.691914
Condominium,Entire home/apt,2,2020-11-01,100.000000,45,600,110.000,130.453493,123,22.764200,75.867752,0.000000,,1922066,2839.691914
Condominium,Entire home/apt,2,2020-12-01,100.000000,49,530,105.000,127.506064,94,24.468100,74.465407,-90.049600,,207082,2756.798970
Condominium,Entire home/apt,2,2021-01-01,100.000000,49,530,108.000,131.082836,93,24.731200,75.870980,-4.141900,,195499,2871.217236
Condominium,Entire home/apt,2,2021-02-01,100.000000,45,600,110.000,130.453493,123,22.764200,75.867752,948.412500,,1922066,2839.691914
Condominium,Entire home/apt,2,2021-03-01,100.000000,45,600,110.000,130.453493,123,22.764200,75.867752,0.000000,,1922066,2839.691914
Condominium,Entire home/apt,2,2021-04-01,100.000000,45,600,110.000,130.453493,123,22.764200,75.867752,0.000000,,1922066,2839.691914
Condominium,Entire home/apt,3,2020-05-01,100.000000,49,400,131.000,138.972812,48,22.916700,74.616597,-63.275900,,608746,2592.391233
Condominium,Entire home/apt,3,2020-06-01,100.000000,49,400,131.000,138.972812,48,22.916700,74.616597,0.000000,,608746,2592.391233
Condominium,Entire home/apt,3,2020-07-01,100.000000,49,400,131.000,138.972812,48,22.916700,74.616597,0.000000,,608746,2592.391233
Condominium,Entire home/apt,3,2020-08-01,100.000000,49,400,131.000,138.972812,48,22.916700,74.616597,0.000000,,608746,2592.391233
Condominium,Entire home/apt,3,2020-09-01,100.000000,49,400,131.000,138.972812,48,22.916700,74.616597,0.000000,,608746,2592.391233
Condominium,Entire home/apt,3,2020-10-01,100.000000,49,400,131.000,138.972812,48,22.916700,74.616597,0.000000,,608746,2592.391233
Condominium,Entire home/apt,3,2020-11-01,100.000000,49,400,131.000,138.972812,48,22.916700,74.616597,0.000000,,608746,2592.391233
Condominium,Entire home/apt,3,2020-12-01,100.000000,67,400,110.000,142.072455,35,28.571400,74.112428,-89.431800,,65605,2598.595189
Condominium,Entire home/apt,3,2021-01-01,100.000000,59,400,150.000,149.569965,35,28.571400,74.238023,0.205300,,68168,2991.730386
Condominium,Entire home/apt,3,2021-02-01,100.000000,49,400,131.000,138.972812,48,22.916700,74.616597,844.291600,,608746,2592.391233
Condominium,Entire home/apt,3,2021-03-01,100.000000,49,400,131.000,138.972812,48,22.916700,74.616597,0.000000,,608746,2592.391233
Condominium,Entire home/apt,3,2021-04-01,100.000000,49,400,131.000,138.972812,48,22.916700,74.616597,0.000000,,608746,2592.391233
Condominium,Entire home/apt,4,2020-05-01,100.000000,40,586,150.000,172.263688,136,24.264700,75.580132,202.911000,,1985504,3329.310286
Condominium,Entire home/apt,4,2020-06-01,100.000000,40,586,150.000,172.263688,136,24.264700,75.580132,0.000000,,1985504,3329.310286
Condominium,Entire home/apt,4,2020-07-01,100.000000,40,586,150.000,172.263688,136,24.264700,75.580132,0.000000,,1985504,3329.310286
Condominium,Entire home/apt,4,2020-08-01,100.000000,40,586,150.000,172.263688,136,24.264700,75.580132,0.000000,,1985504,3329.310286
Condominium,Entire home/apt,4,2020-09-01,100.000000,40,586,150.000,172.263688,136,24.264700,75.580132,0.000000,,1985504,3329.310286
Condominium,Entire home/apt,4,2020-10-01,100.000000,40,586,150.000,172.263688,136,24.264700,75.580132,0.000000,,1985504,3329.310286
Condominium,Entire home/apt,4,2020-11-01,100.000000,40,586,150.000,172.263688,136,24.264700,75.580132,0.000000,,1985504,3329.310286
Condominium,Entire home/apt,4,2020-12-01,100.000000,66,614,150.000,174.601915,96,20.833300,76.498383,-91.770500,,161050,3368.293371
Condominium,Entire home/apt,4,2021-01-01,100.000000,66,650,150.000,175.525953,94,20.212800,75.780027,6.379800,,175771,3392.541267
Condominium,Entire home/apt,4,2021-02-01,100.000000,40,586,150.000,172.263688,136,24.264700,75.580132,1042.272600,,1985504,3329.310286
Condominium,Entire home/apt,4,2021-03-01,100.000000,40,586,150.000,172.263688,136,24.264700,75.580132,0.000000,,1985504,3329.310286
Condominium,Entire home/apt,4,2021-04-01,100.000000,40,586,150.000,172.263688,136,24.264700,75.580132,0.000000,,1985504,3329.310286
Condominium,Entire home/apt,5,2020-05-01,100.000000,61,550,164.000,199.394536,32,15.625000,75.101556,-69.281500,,756519,5109.071398
Condominium,Entire home/apt,5,2020-06-01,100.000000,61,550,164.000,199.394536,32,15.625000,75.101556,0.000000,,756519,5109.071398
Condominium,Entire home/apt,5,2020-07-01,100.000000,61,550,164.000,199.394536,32,15.625000,75.101556,0.000000,,756519,5109.071398
Condominium,Entire home/apt,5,2020-08-01,100.000000,61,550,164.000,199.394536,32,15.625000,75.101556,0.000000,,756519,5109.071398
Condominium,Entire home/apt,5,2020-09-01,100.000000,61,550,164.000,199.394536,32,15.625000,75.101556,0.000000,,756519,5109.071398
Condominium,Entire home/apt,5,2020-10-01,100.000000,61,550,164.000,199.394536,32,15.625000,75.101556,0.000000,,756519,5109.071398
Condominium,Entire home/apt,5,2020-11-01,100.000000,61,550,164.000,199.394536,32,15.625000,75.101556,0.000000,,756519,5109.071398
Condominium,Entire home/apt,5,2020-12-01,100.000000,62,571,149.000,219.740678,25,16.000000,75.738408,-92.137300,,57443,5459.016525
Condominium,Entire home/apt,5,2021-01-01,100.000000,62,593,130.000,194.263541,25,16.000000,76.495996,-6.906800,,54053,4717.250797
Condominium,Entire home/apt,5,2021-02-01,100.000000,61,550,164.000,199.394536,32,15.625000,75.101556,1266.181200,,756519,5109.071398
Condominium,Entire home/apt,5,2021-03-01,100.000000,61,550,164.000,199.394536,32,15.625000,75.101556,0.000000,,756519,5109.071398
Condominium,Entire home/apt,5,2021-04-01,100.000000,61,550,164.000,199.394536,32,15.625000,75.101556,0.000000,,756519,5109.071398
Condominium,Entire home/apt,6,2020-05-01,100.000000,66,1500,180.000,269.903003,57,31.578900,74.499164,62.225600,,1052603,4796.560585
Condominium,Entire home/apt,6,2020-06-01,100.000000,66,1500,180.000,269.903003,57,31.578900,74.499164,0.000000,,1052603,4796.560585
Condominium,Entire home/apt,6,2020-07-01,100.000000,66,1500,180.000,269.903003,57,31.578900,74.499164,0.000000,,1052603,4796.560585
Condominium,Entire home/apt,6,2020-08-01,100.000000,66,1500,180.000,269.903003,57,31.578900,74.499164,0.000000,,1052603,4796.560585
Condominium,Entire home/apt,6,2020-09-01,100.000000,66,1500,180.000,269.903003,57,31.578900,74.499164,0.000000,,1052603,4796.560585
Condominium,Entire home/apt,6,2020-10-01,100.000000,66,1500,180.000,269.903003,57,31.578900,74.499164,0.000000,,1052603,4796.560585
Condominium,Entire home/apt,6,2020-11-01,100.000000,66,1500,180.000,269.903003,57,31.578900,74.499164,0.000000,,1052603,4796.560585
Condominium,Entire home/apt,6,2020-12-01,100.000000,105,1250,175.000,297.563373,40,32.500000,74.996270,-91.477000,,91194,5142.713012
Condominium,Entire home/apt,6,2021-01-01,100.000000,99,1250,180.000,295.283794,40,32.500000,75.462916,-1.421700,,91432,5030.551699
Condominium,Entire home/apt,6,2021-02-01,100.000000,66,1500,180.000,269.903003,57,31.578900,74.499164,1090.222400,,1052603,4796.560585
Condominium,Entire home/apt,6,2021-03-01,100.000000,66,1500,180.000,269.903003,57,31.578900,74.499164,0.000000,,1052603,4796.560585
Condominium,Entire home/apt,6,2021-04-01,100.000000,66,1500,180.000,269.903003,57,31.578900,74.499164,0.000000,,1052603,4796.560585
Condominium,Entire home/apt,7,2020-05-01,100.000000,109,501,129.000,187.612696,4,0.000000,72.628466,-92.009000,,97941,4793.108198
Condominium,Entire home/apt,7,2020-06-01,100.000000,109,501,129.000,187.612696,4,0.000000,72.628466,0.000000,,97941,4793.108198
Condominium,Entire home/apt,7,2020-07-01,100.000000,109,501,129.000,187.612696,4,0.000000,72.628466,0.000000,,97941,4793.108198
Condominium,Entire home/apt,7,2020-08-01,100.000000,109,501,129.000,187.612696,4,0.000000,72.628466,0.000000,,97941,4793.108198
Condominium,Entire home/apt,7,2020-09-01,100.000000,109,501,129.000,187.612696,4,0.000000,72.628466,0.000000,,97941,4793.108198
Condominium,Entire home/apt,7,2020-10-01,100.000000,109,501,129.000,187.612696,4,0.000000,72.628466,0.000000,,97941,4793.108198
Condominium,Entire home/apt,7,2020-11-01,100.000000,109,501,129.000,187.612696,4,0.000000,72.628466,0.000000,,97941,4793.108198
Condominium,Entire home/apt,7,2020-12-01,100.000000,125,250,170.000,150.252525,3,0.000000,73.875000,-92.367000,,7072,3418.350168
Condominium,Entire home/apt,7,2021-01-01,100.000000,125,250,170.000,149.505495,3,0.000000,75.420455,-8.080800,,6556,3427.216117
Condominium,Entire home/apt,7,2021-02-01,100.000000,109,501,129.000,187.612696,4,0.000000,72.628466,1325.274700,,97941,4793.108198
Condominium,Entire home/apt,7,2021-03-01,100.000000,109,501,129.000,187.612696,4,0.000000,72.628466,0.000000,,97941,4793.108198
Condominium,Entire home/apt,7,2021-04-01,100.000000,109,501,129.000,187.612696,4,0.000000,72.628466,0.000000,,97941,4793.108198
Condominium,Entire home/apt,8,2020-05-01,100.000000,98,801,260.000,301.376909,7,14.285700,75.017961,-4.060700,,78788,6215.092687
Condominium,Entire home/apt,8,2020-06-01,100.000000,98,801,260.000,301.376909,7,14.285700,75.017961,0.000000,,78788,6215.092687
Condominium,Entire home/apt,8,2020-07-01,100.000000,98,801,260.000,301.376909,7,14.285700,75.017961,0.000000,,78788,6215.092687
Condominium,Entire home/apt,8,2020-08-01,100.000000,98,801,260.000,301.376909,7,14.285700,75.017961,0.000000,,78788,6215.092687
Condominium,Entire home/apt,8,2020-09-01,100.000000,98,801,260.000,301.376909,7,14.285700,75.017961,0.000000,,78788,6215.092687
Condominium,Entire home/apt,8,2020-10-01,100.000000,98,801,260.000,301.376909,7,14.285700,75.017961,0.000000,,78788,6215.092687
Condominium,Entire home/apt,8,2020-11-01,100.000000,98,801,260.000,301.376909,7,14.285700,75.017961,0.000000,,78788,6215.092687
Condominium,Entire home/apt,8,2020-12-01,100.000000,193,814,250.000,236.425743,5,20.000000,75.163683,-89.177600,,7399,4477.599010
Condominium,Entire home/apt,8,2021-01-01,100.000000,193,671,250.000,237.431373,5,20.000000,73.047085,13.613900,,8685,4658.908497
Condominium,Entire home/apt,8,2021-02-01,100.000000,98,801,260.000,301.376909,7,14.285700,75.017961,713.289800,,78788,6215.092687
Condominium,Entire home/apt,8,2021-03-01,100.000000,98,801,260.000,301.376909,7,14.285700,75.017961,0.000000,,78788,6215.092687
Condominium,Entire home/apt,8,2021-04-01,100.000000,98,801,260.000,301.376909,7,14.285700,75.017961,0.000000,,78788,6215.092687
Condominium,Entire home/apt,9,2020-05-01,100.000000,180,276,180.000,206.933481,1,0.000000,74.664399,-63.755700,,40590,6208.004435
Condominium,Entire home/apt,9,2020-06-01,100.000000,180,276,180.000,206.933481,1,0.000000,74.664399,0.000000,,40590,6208.004435
Condominium,Entire home/apt,9,2020-07-01,100.000000,180,276,180.000,206.933481,1,0.000000,74.664399,0.000000,,40590,6208.004435
Condominium,Entire home/apt,9,2020-08-01,100.000000,180,276,180.000,206.933481,1,0.000000,74.664399,0.000000,,40590,6208.004435
